1.儿科学（名词解释）<br><br>,<b>正确答案：略</b><hr>解析：略,儿科学_绪论
2.新生儿期（名词解释）<br><br>,<b>正确答案：略</b><hr>解析：略,儿科学_绪论
3.围生期（名词解释）<br><br>,<b>正确答案：略</b><hr>解析：略,儿科学_绪论
1.根据小儿生长发育不同阶段的特点，将小儿年龄划分为七个时期，分别是胎儿期、____、____、____、学龄前期、____、青春期。（填空题）<br><br>,<b>正确答案：新生儿期、婴儿期、幼儿期、学龄期</b><hr>解析：略,儿科学_绪论
2.小儿生长发育的两个高峰期是____和____。（填空题）<br><br>,<b>正确答案：婴儿期、青春期</b><hr>解析：略,儿科学_绪论
2.小儿生长发育最快的时期是<br><br>A.新生儿期<br>B.婴儿期<br>C.幼儿期<br>D.学龄期<br>E.围产期,<b>正确答案：B</b><hr>解析：略,儿科学_绪论
3.通常所说的幼儿是指<br><br>A.0~12个月的小儿<br>B.1~12个月的小儿<br>C.6~12个月的小儿<br>D.0~24个月的小儿<br>E.0~36个月的小儿,<b>正确答案：E</b><hr>解析：略,儿科学_绪论
4.目前我国采用的围生期定义是<br><br>A.自胚胎形成至出生后7天内<br>B.自妊娠20周（此时胎儿体重约500g）至出生后7天内<br>C.自妊娠20周（此时胎儿体重约500g）至出生后28天内<br>D.自妊娠28周（此时胎儿体重约1000g）至出生后7天内<br>E.自妊娠28周（此时胎儿体重约1000g）至出生后28天内,<b>正确答案：D</b><hr>解析：略,儿科学_绪论
5.关于小儿年龄分期，下列哪项是错的<br><br>A.胎儿期：从受精卵开始至胎儿出生为止<br>B.新生儿期：胎儿出生脐带结扎到满28天<br>C.婴儿期：自出生30天后到满1周岁前<br>D.幼儿期：自1周岁后到满3周岁前<br>E.学龄前期：自3周岁后到6~7岁入学前,<b>正确答案：C</b><hr>解析：略,儿科学_绪论
6.关于新生儿期的特点，不正确的是<br><br>A.死亡率高<br>B.发病率高<br>C.适应能力较差<br>D.生活力较差<br>E.各器官功能发育完善,<b>正确答案：E</b><hr>解析：略,儿科学_绪论
7.造成幼儿易患呼吸道感染的原因是<br><br>A.血清中lgA缺乏<br>B.分泌型lgA缺乏<br>C.血清中lgG缺乏<br>D.血清中lgM缺乏<br>E.细胞免疫功能低下,<b>正确答案：B</b><hr>解析：略,儿科学_绪论
8.以下哪一项不属儿科学的研究范畴<br><br>A.研究儿童的生长规律<br>B.研究儿童的发育和行为<br>C.研究提高儿童身心健康水平的方法<br>D.研究儿童对人类社会的影响<br>E.研究提高儿童疾病防治质量的方法,<b>正确答案：D</b><hr>解析：略,儿科学_绪论
9.以下描述符合婴儿期特点的是<br><br>A.消化系统发育趋完善<br>B.对营养需求不高<br>C.语言发育迅速<br>D.营养紊乱少见<br>E.免疫功能未成熟，抗感染能力弱，易发生感染性疾病,<b>正确答案：E</b><hr>解析：略,儿科学_绪论
10.有关儿科学的特点，以下哪一种说法不正确<br><br>A.随着年龄的增长，儿童身体各部位的比例也不断变化<br>B.不同年龄期的儿童具有不同的生理和生化正常指标<br>C.婴幼儿代谢旺盛，对营养供应的要求高，消化、吸收功能好<br>D.婴幼儿的免疫功能发育尚不完善<br>E.儿童时期心理和行为的可塑性非常强,<b>正确答案：C</b><hr>解析：略,儿科学_绪论
11.新生儿期是指（共用备选答案：A.从生后到1周岁之前 B.从生后脐带结扎到28天内 C.1岁至满3岁之前 D.3岁至6~7岁小学入学前 E.6~7岁至青春期）<br><br>A.从生后到1周岁之前<br>B.从生后脐带结扎到28天内<br>C.1岁至满3岁之前<br>D.3岁至6~7岁小学入学前<br>E.6~7岁至青春期,<b>正确答案：B</b><hr>解析：略,儿科学_绪论
12.幼儿期是指（共用备选答案：A.从生后到1周岁之前 B.从生后脐带结扎到28天内 C.1岁至满3岁之前 D.3岁至6~7岁小学入学前 E.6~7岁至青春期）<br><br>A.从生后到1周岁之前<br>B.从生后脐带结扎到28天内<br>C.1岁至满3岁之前<br>D.3岁至6~7岁小学入学前<br>E.6~7岁至青春期,<b>正确答案：C</b><hr>解析：略,儿科学_绪论
13.学龄前期是指（共用备选答案：A.从生后到1周岁之前 B.从生后脐带结扎到28天内 C.1岁至满3岁之前 D.3岁至6~7岁小学入学前 E.6~7岁至青春期）<br><br>A.从生后到1周岁之前<br>B.从生后脐带结扎到28天内<br>C.1岁至满3岁之前<br>D.3岁至6~7岁小学入学前<br>E.6~7岁至青春期,<b>正确答案：D</b><hr>解析：略,儿科学_绪论
14.胚胎期是指（共用备选答案：A.从形成受精卵到不满12周 B.从胎龄满28周到婴儿出生 C.从受精到最初8周 D.从胎龄第9周到出生 E.从胎龄满28周到生后7天）<br><br>A.从形成受精卵到不满12周<br>B.从胎龄满28周到婴儿出生<br>C.从受精到最初8周<br>D.从胎龄第9周到出生<br>E.从胎龄满28周到生后7天,<b>正确答案：C</b><hr>解析：略,儿科学_绪论
15.妊娠早期是指（共用备选答案：A.从形成受精卵到不满12周 B.从胎龄满28周到婴儿出生 C.从受精到最初8周 D.从胎龄第9周到出生 E.从胎龄满28周到生后7天）<br><br>A.从形成受精卵到不满12周<br>B.从胎龄满28周到婴儿出生<br>C.从受精到最初8周<br>D.从胎龄第9周到出生<br>E.从胎龄满28周到生后7天,<b>正确答案：A</b><hr>解析：略,儿科学_绪论
16.胎儿期是指（共用备选答案：A.从形成受精卵到不满12周 B.从胎龄满28周到婴儿出生 C.从受精到最初8周 D.从胎龄第9周到出生 E.从胎龄满28周到生后7天）<br><br>A.从形成受精卵到不满12周<br>B.从胎龄满28周到婴儿出生<br>C.从受精到最初8周<br>D.从胎龄第9周到出生<br>E.从胎龄满28周到生后7天,<b>正确答案：D</b><hr>解析：略,儿科学_绪论
